,#Task,Step,numberOfAcceptedPeleSteps,currentEnergy,Binding Energy,sasaLig,RMSD_core,Processor
10,1,14,10,-6529.3,-23.9194,0.0221926,3.1312599999999997,40
11,1,16,11,-6527.33,-23.3184,0.02192,3.1035,40
12,1,18,12,-6525.01,-22.7802,0.0222056,2.9504099999999998,40
13,1,19,13,-6527.2,-22.9387,0.0235565,2.88196,40
14,1,20,14,-6524.41,-23.1592,0.022879,2.9417,40
0,1,0,0,-6535.7,-22.0066,0.0121096,1.46894,23
1,1,2,1,-6534.14,-21.8662,0.0118387,1.4779,23
2,1,4,2,-6535.18,-21.509,0.0127975,1.52433,23
3,1,5,3,-6533.63,-21.5577,0.0125265,1.50651,23
4,1,8,4,-6532.6,-21.0516,0.0123181,1.50726,23
5,1,9,5,-6533.4,-21.5036,0.0122556,1.5623,23
6,1,10,6,-6536.33,-21.891,0.012047200000000001,1.5481,23
7,1,11,7,-6536.91,-22.1057,0.013005899999999999,1.56418,23
8,1,12,8,-6536.92,-22.389,0.013068399999999999,1.58164,23
9,1,13,9,-6538.63,-22.3941,0.0127975,1.62563,23
10,1,14,10,-6539.02,-22.1382,0.013005899999999999,1.5906,23
11,1,15,11,-6539.31,-22.3877,0.013276900000000001,1.53948,23
12,1,18,12,-6539.73,-22.8523,0.0121096,1.53445,23
13,1,19,13,-6538.13,-22.465,0.0127975,1.57361,23
0,1,0,0,-6546.01,-29.3039,0.000344579,1.8375400000000002,47
1,1,2,1,-6546.54,-29.4487,0.0,2.01375,47
2,1,4,2,-6540.74,-29.4081,0.000344579,1.7499799999999999,47
3,1,5,3,-6544.24,-29.421999999999997,0.0,1.9992,47
4,1,6,4,-6548.83,-29.8069,0.000344579,2.06901,47
5,1,7,5,-6548.16,-29.7743,0.0,1.8136700000000001,47
6,1,8,6,-6549.13,-29.6021,0.000260812,1.92372,47
7,1,10,7,-6546.33,-29.7304,0.000736546,2.17062,47
8,1,12,8,-6543.19,-29.5406,0.000344579,1.94635,47
9,1,13,9,-6542.95,-29.3261,0.0,1.8837400000000002,47
10,1,14,10,-6544.23,-29.5467,0.0,2.0915,47
11,1,15,11,-6545.51,-29.4521,0.00060539,1.89393,47
12,1,16,12,-6542.82,-29.5088,0.00064071,2.02833,47
13,1,17,13,-6547.47,-29.2096,0.00126221,2.0941,47
14,1,18,14,-6554.13,-29.7624,0.000648765,2.02448,47
0,1,0,0,-6515.41,-29.6612,0.00026099,1.9143299999999999,33
1,1,1,1,-6519.99,-29.8149,0.00052198,1.86388,33
2,1,2,2,-6518.25,-29.5719,0.00052198,1.7600200000000001,33
3,1,3,3,-6519.87,-30.0738,0.0,1.84286,33
4,1,4,4,-6517.85,-30.1132,0.0,1.69382,33
5,1,7,5,-6518.4,-30.0849,0.0,1.82687,33
6,1,8,6,-6523.23,-29.738000000000003,0.00026099,2.05973,33
7,1,9,7,-6527.75,-30.1282,0.0,1.84896,33
8,1,11,8,-6527.43,-30.2105,0.00026099,2.09163,33
9,1,12,9,-6527.7,-30.2099,0.000998039,2.15823,33
10,1,14,10,-6527.89,-29.6137,0.0014740999999999999,2.3694900000000003,33
11,1,16,11,-6528.59,-29.8664,0.00121311,2.44525,33
12,1,17,12,-6528.77,-30.1923,0.00052198,2.05755,33
13,1,18,13,-6530.76,-30.1492,0.0,1.74206,33
14,1,19,14,-6530.24,-30.3331,0.0,1.92055,33
15,1,20,15,-6530.64,-30.3816,0.0,1.7055099999999999,33
0,1,0,0,-6522.15,-23.1152,0.0214051,3.10227,42
1,1,6,1,-6521.76,-22.6329,0.020561900000000004,2.98738,42
2,1,7,2,-6525.66,-22.3052,0.0169926,3.32286,42
3,1,11,3,-6527.98,-22.2265,0.0177554,3.23732,42
4,1,13,4,-6526.57,-22.0792,0.0166771,3.34689,42
5,1,15,5,-6526.06,-22.6682,0.0157765,3.3655,42
6,1,18,6,-6528.76,-22.8923,0.014758700000000001,3.41509,42
7,1,20,7,-6529.15,-22.5559,0.0173035,3.2523400000000002,42
0,1,0,0,-6534.78,-29.0364,0.00047646300000000005,2.19236,4
1,1,3,1,-6534.82,-29.1434,0.000902903,2.22096,4
2,1,5,2,-6534.17,-29.1889,0.000345107,2.0047900000000003,4
3,1,6,3,-6532.8,-29.2705,0.000690214,1.8141200000000002,4
4,1,7,4,-6530.76,-29.3075,0.000345107,1.99636,4
5,1,10,5,-6530.45,-29.1811,0.00108278,2.05747,4
6,1,11,6,-6532.07,-29.3902,0.000345107,1.9595,4
7,1,12,7,-6533.53,-29.068,0.000690214,1.83145,4
8,1,13,8,-6537.85,-29.7354,0.000606318,1.8174700000000001,4
9,1,14,9,-6537.42,-29.2773,0.000690214,1.70733,4
10,1,19,10,-6537.86,-29.9772,0.00047646300000000005,2.13151,4
0,1,0,0,-6541.8,-29.8888,0.0009622119999999999,1.71597,7
1,1,1,1,-6543.16,-29.4361,0.000346085,1.7835299999999998,7
2,1,2,2,-6544.87,-30.0253,0.00026195200000000003,2.1479,7
3,1,3,3,-6544.66,-29.8191,0.000346085,1.92629,7
4,1,4,4,-6546.66,-30.241,0.0,2.0884,7
5,1,5,5,-6546.95,-29.9683,0.0,2.2295,7
6,1,8,6,-6547.21,-30.6681,0.0,2.04209,7
7,1,9,7,-6549.89,-30.6052,0.000346085,1.8747599999999998,7
8,1,10,8,-6549.1,-31.0379,0.00047781300000000005,2.0495099999999997,7
9,1,12,9,-6545.69,-29.9439,0.0,1.9101299999999999,7
10,1,13,10,-6548.61,-30.4226,0.000346085,1.84188,7
11,1,14,11,-6551.15,-30.4682,0.000540084,1.6985700000000001,7
12,1,15,12,-6549.65,-30.5763,0.00115621,1.6591799999999999,7
13,1,16,13,-6549.98,-29.8656,0.000346085,1.65832,7
14,1,17,14,-6552.02,-30.1249,0.000346085,1.77035,7
15,1,18,15,-6551.97,-30.1903,0.000346085,1.65317,7
16,1,19,16,-6551.18,-29.9515,0.0,1.80958,7
17,1,20,17,-6552.45,-30.2163,0.000346085,1.83447,7
0,1,0,0,-6547.79,-29.9185,0.0,2.01942,3
1,1,3,1,-6548.07,-29.9935,0.000346424,1.87645,3
2,1,5,2,-6548.43,-29.693,0.00047828199999999996,2.2170099999999997,3
3,1,9,3,-6547.49,-29.6319,0.000346424,1.8483599999999998,3
4,1,10,4,-6547.29,-29.5787,0.000346424,1.72535,3
5,1,13,5,-6548.91,-29.7519,0.000346424,1.84684,3
6,1,16,6,-6547.63,-29.6479,0.000346424,1.8698099999999998,3
7,1,19,7,-6545.41,-29.6796,0.000524417,1.9721799999999998,3
8,1,20,8,-6546.59,-29.5984,0.0,1.76551,3
0,1,0,0,-6520.13,-29.5218,0.0,1.81751,14
1,1,1,1,-6521.11,-29.8016,0.0,1.64408,14
2,1,2,2,-6521.06,-29.7412,0.0,1.68065,14
3,1,3,3,-6520.64,-29.8634,0.0,1.86106,14
4,1,5,4,-6523.46,-29.6804,0.0,1.9766099999999998,14
5,1,6,5,-6525.01,-29.5019,0.000345543,1.80791,14
6,1,7,6,-6523.13,-29.5606,0.000691086,1.6904,14
7,1,9,7,-6523.69,-29.5337,0.000691086,1.75847,14
8,1,10,8,-6525.7,-28.7366,0.000345543,1.6558,14
9,1,12,9,-6521.62,-28.2762,0.0006151630000000001,1.5290000000000001,14
10,1,14,10,-6526.72,-28.5198,0.00103663,1.63773,14
11,1,17,11,-6529.47,-29.0762,0.000345543,1.73075,14
12,1,18,12,-6534.9,-29.5483,0.0,1.95197,14
0,1,0,0,-6534.21,-20.6658,0.015053200000000001,1.49291,20
1,1,1,1,-6533.16,-21.5614,0.0133364,1.5598299999999998,20
2,1,2,2,-6533.31,-21.5873,0.0125827,1.49637,20
3,1,3,3,-6532.94,-21.7759,0.011829000000000001,1.47743,20
4,1,4,4,-6533.19,-22.0106,0.0114102,1.4907,20
5,1,6,5,-6534.32,-21.5228,0.0111381,1.5078,20
6,1,9,6,-6535.68,-21.6171,0.010928700000000001,1.4812299999999998,20
7,1,11,7,-6534.79,-21.8538,0.0114102,1.49596,20
8,1,13,8,-6535.39,-22.218000000000004,0.013064300000000001,1.49375,20
9,1,16,9,-6532.69,-22.3614,0.013127000000000002,1.48975,20
10,1,18,10,-6535.02,-22.1965,0.0118918,1.50034,20
11,1,19,11,-6536.74,-22.165,0.0121012,1.48096,20
0,1,0,0,-6538.63,-29.4158,0.0009622910000000001,1.89163,44
1,1,1,1,-6540.28,-29.6849,0.00103834,1.91376,44
2,1,2,2,-6541.97,-30.1924,0.0013084000000000001,1.70993,44
3,1,7,3,-6542.36,-29.8811,0.00157847,1.55434,44
4,1,9,4,-6541.72,-30.177,0.0009622910000000001,1.8147799999999998,44
5,1,11,5,-6540.62,-29.9878,0.00157847,1.7595599999999998,44
6,1,12,6,-6538.78,-30.2112,0.00123235,1.79142,44
7,1,13,7,-6538.87,-29.8672,0.00192458,1.68365,44
8,1,14,8,-6542.11,-30.3428,0.0006922260000000001,1.76698,44
9,1,15,9,-6542.77,-30.1449,0.00184853,1.5674,44
10,1,16,10,-6544.94,-30.3586,0.0006922260000000001,1.7185,44
11,1,18,11,-6543.46,-30.5528,0.000261973,1.94755,44
12,1,19,12,-6545.23,-30.5961,0.000261973,1.93652,44
13,1,20,13,-6543.84,-30.5273,0.000608086,2.11503,44
0,1,0,0,-6544.16,-29.5347,0.0006905219999999999,1.7415,17
1,1,1,1,-6544.1,-29.9278,0.000606589,1.91973,17
2,1,2,2,-6544.23,-30.0065,0.00034526099999999997,1.7439200000000001,17
3,1,3,3,-6545.44,-30.1258,0.000606589,1.88053,17
4,1,4,4,-6547.56,-29.7818,0.000261328,2.05428,17
5,1,5,5,-6550.7,-29.8267,0.00034526099999999997,1.7789099999999998,17
6,1,6,6,-6553.32,-29.48,0.000867917,2.04452,17
7,1,8,7,-6548.01,-29.0058,0.0009533510000000001,2.2406099999999998,17
8,1,11,8,-6549.04,-30.1826,0.0,1.8418900000000002,17
9,1,13,9,-6548.74,-29.665,0.0,1.8059,17
10,1,17,10,-6548.82,-29.9375,0.0,1.7287700000000001,17
0,1,0,0,-6522.5,-20.9743,0.014876400000000001,1.6092899999999999,27
1,1,7,1,-6523.42,-21.54,0.016107399999999997,1.6064200000000002,27
2,1,10,2,-6521.62,-21.7142,0.015898699999999998,1.61937,27
3,1,11,3,-6520.81,-21.2999,0.0163161,1.61201,27
4,1,12,4,-6519.5,-21.4642,0.0171923,1.6879,27
5,1,13,5,-6522.84,-21.3979,0.017755700000000003,1.63845,27
6,1,14,6,-6522.52,-21.2139,0.0165873,1.6483299999999999,27
7,1,15,7,-6528.99,-21.8851,0.0143965,1.61648,27
8,1,17,8,-6527.75,-21.0771,0.015898699999999998,1.62628,27
0,1,0,0,-6515.41,-29.6612,0.00026099,1.9143299999999999,34
1,1,1,1,-6520.22,-29.7331,0.00026099,1.8043099999999999,34
2,1,2,2,-6520.95,-29.4675,0.00095868,1.50034,34
3,1,3,3,-6521.99,-29.8099,0.0,1.6516400000000002,34
4,1,5,4,-6524.05,-29.8282,0.0,1.9062700000000001,34
5,1,9,5,-6526.02,-29.6874,0.00034481400000000004,1.75348,34
6,1,11,6,-6528.75,-29.7412,0.00034481400000000004,1.85379,34
7,1,13,7,-6529.74,-29.8268,0.0,1.6831099999999999,34
8,1,17,8,-6528.87,-29.9672,0.0,1.7619799999999999,34
9,1,20,9,-6528.23,-29.748,0.0,1.78224,34
0,1,0,0,-6515.41,-29.6612,0.00026099,1.9143299999999999,31
1,1,1,1,-6521.93,-30.1936,0.0,1.8108,31
2,1,2,2,-6523.53,-29.803,0.0,1.9979799999999999,31
3,1,3,3,-6525.56,-29.7701,0.0,1.7536599999999998,31
4,1,4,4,-6526.96,-29.9213,0.0,1.8563900000000002,31
5,1,5,5,-6528.2,-29.787,0.0,1.70985,31
6,1,7,6,-6525.85,-29.9691,0.0,1.7935299999999998,31
7,1,10,7,-6525.65,-28.912,0.0,2.00317,31
8,1,12,8,-6525.76,-28.853,0.0,2.19236,31
9,1,13,9,-6527.38,-30.0064,0.0,1.97097,31
10,1,14,10,-6525.02,-29.9616,0.0,2.05747,31
11,1,15,11,-6525.41,-30.0863,0.0,1.89218,31
12,1,17,12,-6527.43,-29.8501,0.0,1.8913200000000001,31
13,1,18,13,-6528.43,-29.8946,0.00026099,1.95192,31
14,1,19,14,-6531.17,-29.7036,0.0,1.67895,31
15,1,20,15,-6533.15,-29.736,0.0,1.94482,31
0,1,0,0,-6549.01,-29.6742,0.000611122,2.18947,10
1,1,1,1,-6549.6,-29.8034,0.000347841,1.84845,10
2,1,2,2,-6550.09,-29.5488,0.000526562,2.19709,10
3,1,5,3,-6549.92,-29.5977,0.000263281,2.18555,10
4,1,7,4,-6549.42,-29.9221,0.000347841,1.96088,10
5,1,8,5,-6550.81,-30.1749,0.0,2.00877,10
6,1,12,6,-6550.79,-29.4457,0.000263281,2.14563,10
7,1,13,7,-6549.81,-29.8143,0.000347841,1.82263,10
8,1,14,8,-6548.2,-29.7998,0.0,1.75285,10
9,1,16,9,-6546.14,-30.0292,0.000347841,1.81119,10
10,1,17,10,-6547.82,-29.804000000000002,0.000347841,1.9349900000000002,10
11,1,18,11,-6548.04,-29.4522,0.0,2.07606,10
12,1,19,12,-6545.86,-29.686999999999998,0.000347841,1.8558299999999999,10
0,1,0,0,-6543.8,-29.5957,0.000616688,1.7356,46
1,1,1,1,-6546.89,-29.4948,0.000616688,1.59497,46
2,1,2,2,-6546.04,-29.605999999999998,0.0003464,1.66808,46
3,1,3,3,-6547.52,-29.7248,0.00026219,1.95776,46
4,1,4,4,-6548.6,-29.9152,0.0009630880000000001,1.5482200000000002,46
5,1,8,5,-6546.21,-29.787,0.0,1.80035,46
6,1,9,6,-6550.02,-30.7659,0.000270288,1.7004400000000002,46
7,1,10,7,-6547.64,-30.5516,0.0,1.72895,46
8,1,12,8,-6546.97,-30.6959,0.00052438,2.00373,46
9,1,13,9,-6548.14,-30.4682,0.0,1.67137,46
10,1,14,10,-6549.3,-30.4475,0.000270288,1.55634,46
11,1,15,11,-6549.57,-30.6373,0.0,1.8404900000000002,46
12,1,16,12,-6550.92,-30.8498,0.00052438,2.03978,46
13,1,18,13,-6550.3,-30.9818,0.0,2.16011,46
14,1,19,14,-6551.33,-30.6315,0.000956497,2.1783099999999997,46
15,1,20,15,-6550.08,-30.6567,0.00026219,1.9525599999999999,46
0,1,0,0,-6515.41,-29.6612,0.00026099,1.9143299999999999,35
1,1,1,1,-6516.54,-29.963,0.00026099,2.0354400000000004,35
2,1,5,2,-6519.01,-29.9115,0.0007370489999999999,2.137,35
3,1,6,3,-6519.37,-29.9976,0.00052198,2.06465,35
4,1,7,4,-6518.37,-30.2366,0.00026099,2.2383599999999997,35
5,1,8,5,-6517.99,-30.0013,0.0007370489999999999,2.15137,35
6,1,11,6,-6518.66,-29.9999,0.00168917,2.25795,35
7,1,12,7,-6516.93,-29.9681,0.00078297,2.05647,35
8,1,14,8,-6519.0,-30.146,0.0007370489999999999,2.25209,35
9,1,17,9,-6519.88,-29.7841,0.000952119,2.36647,35
10,1,18,10,-6519.81,-30.0108,0.00026099,2.40489,35
0,1,0,0,-6515.04,-20.9867,0.0139965,2.0281599999999997,24
1,1,1,1,-6521.37,-21.4481,0.0159184,1.96965,24
2,1,2,2,-6523.52,-21.1475,0.0156469,1.9169200000000002,24
3,1,3,3,-6522.37,-21.5165,0.0150201,1.7058400000000002,24
4,1,4,4,-6525.32,-21.479,0.0149574,1.63916,24
5,1,6,5,-6525.07,-21.5757,0.015166399999999998,1.6726,24
6,1,7,6,-6522.6,-21.504,0.0156469,1.5919299999999998,24
7,1,8,7,-6524.12,-21.7024,0.015229,1.5965200000000002,24
8,1,9,8,-6523.89,-21.4876,0.016733099999999997,1.60059,24
9,1,10,9,-6523.34,-21.6434,0.018299700000000002,1.52588,24
10,1,11,10,-6519.95,-20.711,0.014811099999999999,1.5645,24
11,1,12,11,-6521.41,-21.5339,0.017881900000000003,1.57025,24
12,1,13,12,-6522.61,-21.9612,0.0160436,1.53744,24
13,1,14,13,-6524.04,-21.8417,0.0137876,1.5056399999999999,24
14,1,15,14,-6525.51,-21.7156,0.0132445,1.55762,24
15,1,16,15,-6526.51,-21.6191,0.012764,1.5442200000000001,24
16,1,17,16,-6526.87,-21.7359,0.013035499999999998,1.53823,24
17,1,18,17,-6526.18,-22.1879,0.013516,1.5446,24
18,1,19,18,-6523.96,-22.0402,0.012972899999999999,1.54761,24
