,#Task,Step,numberOfAcceptedPeleSteps,currentEnergy,Binding Energy,sasaLig,RMSD_core,Processor
0,1,0,0,-6523.96,-28.1473,0.019254300000000002,2.3568700000000002,42
1,1,1,1,-6526.23,-28.0463,0.0202755,2.39407,42
2,1,3,2,-6526.56,-28.5591,0.00809782,2.53493,42
3,1,4,3,-6528.94,-28.6114,0.00276405,2.55611,42
4,1,5,4,-6530.43,-28.5568,0.00250873,2.17382,42
5,1,6,5,-6528.4,-28.5507,0.000510635,1.78985,42
6,1,8,6,-6528.53,-28.4234,0.000510635,1.84949,42
7,1,9,7,-6529.76,-29.3181,0.000510635,2.04887,42
8,1,10,8,-6534.68,-28.9889,0.0,1.89478,42
9,1,14,9,-6533.68,-29.0104,0.0,2.0378700000000003,42
10,1,15,10,-6531.83,-28.7883,0.0,1.7196,42
11,1,16,11,-6531.69,-29.1049,0.0,1.75567,42
12,1,17,12,-6533.59,-29.1589,0.0,1.85827,42
13,1,18,13,-6535.22,-29.3557,0.0,2.11761,42
14,1,20,14,-6533.4,-29.2676,0.0,1.78939,42
0,1,0,0,-6518.24,-31.4371,0.0112838,1.72315,4
1,1,1,1,-6519.49,-31.5638,0.00924452,1.7336799999999999,4
2,1,3,2,-6519.36,-32.1448,0.00875695,1.75958,4
3,1,4,3,-6517.64,-32.4083,0.00762828,1.70343,4
4,1,5,4,-6520.05,-33.0811,0.00737178,1.69412,4
5,1,6,5,-6521.23,-33.7405,0.0089435,1.70593,4
6,1,7,6,-6521.74,-33.0968,0.00875321,1.6879,4
7,1,9,7,-6523.03,-33.0548,0.00777307,1.65552,4
8,1,10,8,-6522.82,-33.0726,0.00926586,1.7936,4
9,1,11,9,-6522.11,-32.8082,0.00865391,1.7212900000000002,4
10,1,12,10,-6525.08,-33.5234,0.00883147,1.7082700000000002,4
11,1,13,11,-6525.02,-33.0561,0.00697049,1.6957400000000002,4
12,1,14,12,-6525.24,-31.6385,0.00700359,1.71524,4
13,1,17,13,-6523.83,-32.6994,0.00681933,1.7241799999999998,4
14,1,18,14,-6523.41,-33.0903,0.00816765,1.7215200000000002,4
15,1,19,15,-6522.76,-33.5639,0.00762793,1.7772599999999998,4
16,1,20,16,-6520.97,-32.9016,0.00576059,1.74134,4
0,1,0,0,-6519.94,-26.7762,0.00979195,0.977391,7
1,1,1,1,-6521.81,-27.1292,0.010579700000000001,1.01991,7
2,1,3,2,-6521.62,-26.7674,0.011735700000000002,0.984032,7
3,1,4,3,-6523.24,-27.1534,0.009998,0.8785459999999999,7
4,1,7,4,-6523.94,-27.2542,0.0109094,1.1198,7
5,1,9,5,-6521.88,-26.5388,0.011832899999999999,1.26918,7
6,1,12,6,-6521.14,-26.2629,0.0124727,1.36486,7
7,1,13,7,-6522.03,-26.5678,0.012828799999999998,1.4674399999999999,7
8,1,14,8,-6524.12,-27.3719,0.010761399999999999,1.2384,7
9,1,17,9,-6523.68,-27.3007,0.0103277,1.08809,7
10,1,18,10,-6524.4,-27.8421,0.00979195,0.9922719999999999,7
11,1,19,11,-6521.66,-27.8131,0.0103277,0.8833200000000001,7
0,1,0,0,-6508.62,-28.2808,0.011942200000000002,1.41846,3
1,1,1,1,-6515.22,-29.2781,0.010068700000000002,1.23812,3
2,1,2,2,-6516.37,-30.0048,0.0110964,1.20359,3
3,1,5,3,-6519.54,-26.9051,0.00810098,0.951248,3
4,1,8,4,-6517.65,-28.8158,0.00698399,0.771885,3
5,1,10,5,-6516.42,-29.1524,0.00636532,0.741058,3
6,1,11,6,-6516.15,-29.3038,0.00751457,0.739252,3
7,1,12,7,-6513.94,-29.3407,0.00744307,0.7592770000000001,3
8,1,13,8,-6517.32,-29.2357,0.00797577,0.9325260000000001,3
9,1,15,9,-6517.81,-28.1718,0.00794891,1.06417,3
10,1,16,10,-6512.76,-25.3619,0.011341799999999999,1.78722,3
11,1,17,11,-6514.53,-28.5343,0.00907342,1.27797,3
12,1,18,12,-6519.78,-29.123,0.00861975,1.34391,3
13,1,19,13,-6524.12,-29.2076,0.00861975,1.4339600000000001,3
14,1,20,14,-6524.88,-28.9611,0.00725874,1.3608200000000001,3
0,1,0,0,-6532.16,-27.9582,0.0,1.6844299999999999,14
1,1,1,1,-6535.54,-27.7706,0.0,1.6242299999999998,14
2,1,9,2,-6532.44,-27.9144,0.00123445,1.6756,14
3,1,10,3,-6534.79,-28.8798,0.000251072,1.81653,14
4,1,11,4,-6536.28,-28.1818,0.00307251,1.5918700000000001,14
5,1,12,5,-6536.78,-29.4814,0.00654935,1.82204,14
6,1,18,6,-6535.79,-30.6529,0.00437898,1.8532400000000002,14
0,1,0,0,-6521.41,-26.5657,0.014489600000000002,2.04599,20
1,1,1,1,-6523.23,-27.2191,0.014489600000000002,2.17846,20
2,1,2,2,-6523.13,-27.2153,0.016300799999999997,2.1840200000000003,20
3,1,5,3,-6523.98,-26.4292,0.016300799999999997,2.1183,20
4,1,10,4,-6520.55,-26.3468,0.016300799999999997,2.08276,20
0,1,0,0,-6523.96,-28.1473,0.019254300000000002,2.3568700000000002,44
1,1,1,1,-6526.54,-29.258000000000003,0.0154855,2.7332,44
2,1,2,2,-6527.11,-30.2779,0.016059200000000003,3.1696400000000002,44
3,1,3,3,-6529.89,-30.7091,0.0122883,3.2808699999999997,44
4,1,4,4,-6527.92,-31.5341,0.018561,3.58846,44
5,1,7,5,-6526.47,-31.0931,0.0181579,3.6227199999999997,44
6,1,8,6,-6529.81,-32.0152,0.023622900000000002,3.59385,44
7,1,9,7,-6531.07,-32.3057,0.0244976,3.7247800000000004,44
8,1,10,8,-6533.09,-31.8545,0.0257421,3.66422,44
9,1,11,9,-6532.33,-32.1316,0.025545599999999998,3.65266,44
10,1,12,10,-6534.94,-32.3193,0.027215100000000002,3.69602,44
11,1,13,11,-6536.18,-31.9865,0.029561599999999997,3.7564900000000003,44
12,1,14,12,-6536.16,-31.8407,0.02899,3.78251,44
13,1,16,13,-6538.61,-31.8044,0.0290954,3.7759699999999996,44
14,1,19,14,-6542.26,-32.6031,0.0276503,3.77185,44
0,1,0,0,-6518.09,-31.3459,0.013922200000000001,2.0662599999999998,17
1,1,1,1,-6515.11,-32.1189,0.0111989,2.27953,17
2,1,2,2,-6519.31,-31.929000000000002,0.00767587,2.18666,17
3,1,3,3,-6517.24,-32.3608,0.00921105,2.27157,17
4,1,4,4,-6523.51,-32.3239,0.00991963,2.50432,17
5,1,5,5,-6525.84,-31.6067,0.00931671,2.2802599999999997,17
6,1,6,6,-6524.42,-30.6844,0.0102812,2.4755599999999998,17
7,1,7,7,-6528.82,-31.104,0.00946691,2.12697,17
8,1,8,8,-6531.86,-31.4011,0.011363600000000001,2.31756,17
9,1,9,9,-6535.55,-31.1375,0.010746200000000001,2.28841,17
10,1,10,10,-6536.18,-31.4828,0.01299,2.5185,17
11,1,11,11,-6534.06,-31.1567,0.013863200000000001,2.42117,17
12,1,13,12,-6534.7,-30.8469,0.013351499999999999,2.5314900000000002,17
13,1,14,13,-6534.95,-30.2782,0.013666399999999999,2.40389,17
14,1,15,14,-6533.37,-30.2511,0.011769700000000001,2.5617099999999997,17
15,1,16,15,-6534.65,-30.2075,0.0122814,2.64652,17
16,1,17,16,-6534.46,-30.0001,0.0141781,2.2344,17
17,1,18,17,-6531.46,-26.3398,0.0156076,2.23181,17
18,1,19,18,-6531.89,-27.1139,0.0143894,2.20883,17
19,1,20,19,-6536.69,-27.0844,0.00739205,1.95587,17
0,1,0,0,-6536.41,-25.6369,0.0172583,0.5733739999999999,27
1,1,1,1,-6539.07,-25.925,0.0170645,0.640587,27
2,1,2,2,-6538.37,-26.0734,0.0150441,0.737154,27
3,1,4,3,-6540.04,-26.2245,0.015492500000000001,0.680142,27
4,1,5,4,-6538.87,-26.3051,0.0158522,0.7538699999999999,27
5,1,6,5,-6538.08,-26.2863,0.015658500000000002,0.778032,27
6,1,10,6,-6533.8,-26.4093,0.014368899999999999,0.718545,27
7,1,11,7,-6534.11,-26.2559,0.0171532,0.685519,27
8,1,12,8,-6534.28,-26.8795,0.013693700000000001,0.7696,27
9,1,13,9,-6537.35,-26.3044,0.0174078,0.694086,27
10,1,14,10,-6536.63,-25.8487,0.0140091,0.7564850000000001,27
11,1,15,11,-6542.1,-25.9881,0.0161069,0.887074,27
12,1,16,12,-6542.17,-25.177,0.013605,0.9181309999999999,27
13,1,18,13,-6539.71,-24.7457,0.012437100000000001,1.08059,27
0,1,0,0,-6526.95,-27.7687,0.0132298,0.978849,34
1,1,2,1,-6527.75,-27.8884,0.0160703,0.8942889999999999,34
2,1,3,2,-6523.47,-27.5414,0.015533799999999999,0.857535,34
3,1,5,3,-6524.34,-27.9151,0.0171628,0.8239850000000001,34
4,1,6,4,-6531.27,-27.8662,0.017798400000000002,0.8543879999999999,34
5,1,7,5,-6532.96,-27.7666,0.0186526,0.791868,34
6,1,8,6,-6543.5,-27.6669,0.0189905,0.86366,34
7,1,9,7,-6546.23,-27.458000000000002,0.0187918,0.84957,34
8,1,12,8,-6542.68,-27.0505,0.019169099999999998,0.886033,34
9,1,17,9,-6539.83,-27.0056,0.0198642,0.8595799999999999,34
10,1,18,10,-6540.4,-27.2623,0.0217915,0.875108,34
11,1,19,11,-6540.29,-27.2906,0.019288200000000002,0.855475,34
12,1,20,12,-6538.3,-27.6888,0.0196856,0.825527,34
0,1,0,0,-6530.32,-28.4272,0.015327200000000003,0.845103,31
1,1,1,1,-6534.15,-27.9595,0.015802700000000003,0.6531100000000001,31
2,1,2,2,-6537.84,-28.1242,0.014692199999999999,0.6442979999999999,31
3,1,5,3,-6537.04,-27.5682,0.01495,0.713435,31
4,1,6,4,-6540.2,-27.6429,0.0138595,0.664678,31
5,1,7,5,-6543.79,-27.7555,0.0131457,0.705334,31
6,1,9,6,-6544.81,-28.0195,0.0131457,0.72738,31
7,1,10,7,-6544.18,-28.0958,0.012372399999999999,0.705233,31
8,1,11,8,-6544.93,-27.8771,0.013918999999999999,0.740801,31
9,1,14,9,-6544.35,-27.7313,0.013918999999999999,0.712784,31
10,1,15,10,-6541.22,-27.7262,0.0131457,0.744562,31
11,1,16,11,-6542.58,-27.7746,0.0144345,0.734216,31
12,1,18,12,-6543.6,-28.3148,0.013918999999999999,0.702375,31
0,1,0,0,-6524.32,-29.3476,0.00103113,1.63815,10
1,1,1,1,-6529.81,-28.9618,0.000257782,1.77035,10
2,1,4,2,-6528.84,-28.2489,0.0,1.6739,10
3,1,6,3,-6527.1,-29.2045,0.00219971,1.78541,10
4,1,7,4,-6530.54,-28.3926,0.0010234,1.82643,10
5,1,8,5,-6531.39,-27.9603,0.00254455,1.6664299999999999,10
6,1,10,6,-6531.67,-29.8243,0.00494404,1.9449,10
7,1,13,7,-6536.15,-30.3075,0.00576247,2.0374,10
8,1,14,8,-6537.57,-30.328000000000003,0.00534071,2.17283,10
9,1,16,9,-6539.69,-30.7748,0.00567685,2.21286,10
10,1,18,10,-6538.21,-30.7472,0.00456737,2.28303,10
11,1,19,11,-6537.68,-30.8948,0.00531454,2.48474,10
0,1,0,0,-6519.49,-28.0863,0.000368494,1.7949,46
1,1,2,1,-6522.33,-27.5812,0.00032899199999999996,1.81443,46
2,1,5,2,-6524.45,-29.0085,0.00105442,2.01974,46
3,1,12,3,-6523.77,-29.8375,0.00032899199999999996,1.93902,46
4,1,15,4,-6526.97,-29.7343,0.0,2.09271,46
5,1,17,5,-6531.81,-30.2628,0.00024901400000000004,2.02845,46
6,1,18,6,-6534.05,-29.4018,0.000454215,1.88275,46
7,1,19,7,-6531.84,-29.6265,0.0,2.00603,46
0,1,0,0,-6527.33,-26.4673,0.0159634,1.34988,35
1,1,1,1,-6531.72,-27.9069,0.017038,0.9939680000000001,35
2,1,3,2,-6531.33,-27.5036,0.0170775,0.860981,35
3,1,4,3,-6532.39,-27.4371,0.0184906,0.761073,35
4,1,5,4,-6534.49,-27.3008,0.0187292,0.681135,35
5,1,7,5,-6533.74,-27.4594,0.0189679,0.6922560000000001,35
6,1,9,6,-6533.46,-27.6218,0.017992599999999997,0.705238,35
7,1,11,7,-6533.21,-27.844,0.017077000000000002,0.722381,35
8,1,14,8,-6532.04,-27.54,0.0157833,0.8296819999999999,35
9,1,15,9,-6532.94,-27.4592,0.0131958,0.9374299999999999,35
10,1,16,10,-6534.65,-27.586,0.014489600000000002,0.8656370000000001,35
11,1,17,11,-6540.3,-27.5313,0.0131958,0.8641030000000001,35
12,1,19,12,-6540.76,-27.621,0.013454599999999999,0.8111,35
0,1,0,0,-6521.25,-31.7318,0.00855435,1.55364,24
1,1,1,1,-6520.62,-31.4019,0.00956861,1.5345,24
2,1,3,2,-6520.5,-32.4699,0.00957626,1.62438,24
3,1,4,3,-6519.5,-31.451,0.011325100000000001,1.59905,24
4,1,5,4,-6521.46,-32.7164,0.0104539,1.6405599999999998,24
5,1,6,5,-6521.38,-31.7514,0.0103021,1.52413,24
6,1,7,6,-6521.76,-32.2599,0.00982408,1.5777,24
7,1,10,7,-6521.85,-32.4542,0.010087200000000001,1.5054299999999998,24
8,1,12,8,-6520.59,-32.1683,0.010120200000000001,1.45139,24
9,1,13,9,-6523.82,-32.631,0.00920953,1.48699,24
10,1,14,10,-6523.74,-32.7657,0.00873154,1.4446,24
11,1,15,11,-6526.79,-32.6278,0.00873154,1.43048,24
12,1,16,12,-6524.08,-32.9127,0.00748713,1.41559,24
13,1,17,13,-6524.09,-33.0983,0.00898702,1.5549600000000001,24
14,1,18,14,-6526.55,-32.5734,0.00975345,1.55523,24
15,1,19,15,-6525.68,-32.62,0.00898702,1.39767,24
16,1,20,16,-6524.09,-33.3175,0.00946501,1.62186,24
