,#Task,Step,numberOfAcceptedPeleSteps,currentEnergy,Binding Energy,sasaLig,RMSD_core,Processor
13,1,15,13,-6543.65,-30.7405,0.00179976,1.2273399999999999,4
14,1,18,14,-6546.85,-31.2735,0.00257108,1.5474,4
15,1,19,15,-6546.63,-30.4956,0.00205686,1.3570200000000001,4
16,1,20,16,-6541.33,-29.7123,0.00257108,1.2736100000000001,4
0,1,0,0,-6508.71,-28.8159,0.00361287,1.01973,7
1,1,1,1,-6525.74,-26.618000000000002,0.00434067,0.719251,7
2,1,3,2,-6529.1,-26.9461,0.00258062,0.764498,7
3,1,4,3,-6535.96,-31.6888,0.00154837,1.3084799999999999,7
4,1,5,4,-6537.74,-32.6797,0.00154837,1.53054,7
5,1,6,5,-6538.3,-33.5049,0.00154837,1.7336200000000002,7
6,1,7,6,-6539.64,-32.9462,0.0020645,1.7050299999999998,7
7,1,10,7,-6542.38,-32.6697,0.00154837,1.39816,7
8,1,12,8,-6541.5,-32.8029,0.00154837,1.60519,7
9,1,13,9,-6542.17,-32.6293,0.00154837,1.3853600000000001,7
10,1,15,10,-6540.74,-32.8519,0.00180643,1.41567,7
11,1,17,11,-6539.25,-32.8508,0.00129031,1.5768,7
12,1,19,12,-6537.71,-32.5908,0.0007741860000000001,1.36529,7
0,1,0,0,-6535.11,-32.2656,0.00232086,1.34545,3
1,1,1,1,-6542.76,-32.2858,0.00232086,1.41465,3
2,1,7,2,-6540.94,-32.3849,0.00488414,1.39499,3
3,1,9,3,-6540.16,-31.8289,0.005877,1.32351,3
4,1,14,4,-6540.51,-31.7765,0.00563458,1.30243,3
5,1,20,5,-6537.77,-31.7332,0.00653595,1.317,3
0,1,0,0,-6537.01,-32.1807,0.00154896,1.3866,14
1,1,2,1,-6536.84,-31.6844,0.000774482,1.28803,14
2,1,5,2,-6536.85,-32.1324,0.00154896,1.3551,14
3,1,7,3,-6536.51,-31.7812,0.0012908,1.2945200000000001,14
4,1,8,4,-6537.37,-31.416,0.00232345,1.3839299999999999,14
5,1,9,5,-6537.05,-31.6093,0.00154896,1.47072,14
6,1,10,6,-6536.24,-31.5554,0.00206528,1.37225,14
7,1,12,7,-6535.05,-31.5489,0.00206528,1.44879,14
8,1,13,8,-6534.75,-31.9582,0.000516321,1.2657399999999999,14
9,1,14,9,-6537.46,-31.9468,0.000774482,1.38381,14
10,1,17,10,-6537.21,-31.1697,0.000774482,1.28814,14
11,1,18,11,-6540.09,-31.5149,0.00180712,1.2826,14
12,1,20,12,-6541.06,-31.561,0.00103264,1.40971,14
0,1,0,0,-6534.2,-31.6923,0.0012881,1.28277,20
1,1,1,1,-6536.64,-32.8296,0.00231859,1.59607,20
2,1,2,2,-6535.15,-32.787,0.00180335,1.6881400000000002,20
3,1,3,3,-6542.31,-32.5495,0.00154572,1.3375700000000001,20
4,1,4,4,-6546.28,-32.3282,0.0012881,1.4008399999999999,20
5,1,8,5,-6540.75,-29.9555,0.00154572,1.21617,20
6,1,9,6,-6543.97,-30.9202,0.00257621,1.4222,20
7,1,10,7,-6546.07,-31.1734,0.00206097,1.43905,20
8,1,11,8,-6545.4,-31.1715,0.00231859,1.3507799999999999,20
9,1,13,9,-6544.13,-31.5733,0.00206097,1.44441,20
10,1,14,10,-6541.45,-31.2084,0.00206097,1.34578,20
0,1,0,0,-6526.3,-23.5683,0.0124313,1.9963,44
1,1,1,1,-6526.21,-23.9557,0.015512999999999999,1.7384400000000002,44
2,1,2,2,-6529.06,-23.8826,0.0144421,1.93418,44
3,1,3,3,-6526.43,-23.287,0.015136199999999999,1.91717,44
4,1,4,4,-6525.16,-23.6773,0.0156125,1.9496900000000001,44
5,1,5,5,-6531.76,-24.1409,0.0171992,1.76843,44
6,1,6,6,-6531.94,-22.7053,0.0154536,1.97128,44
7,1,7,7,-6535.69,-23.0072,0.0147328,2.06015,44
8,1,13,8,-6535.68,-22.9624,0.014144200000000001,1.9823400000000002,44
0,1,0,0,-6534.2,-31.6923,0.0012881,1.28277,17
1,1,1,1,-6539.31,-32.2583,0.00334907,1.52915,17
2,1,2,2,-6538.75,-31.8323,0.00283383,1.66828,17
3,1,3,3,-6535.04,-30.9634,0.00309145,1.7025299999999999,17
4,1,5,4,-6537.59,-31.2388,0.00283383,1.55464,17
5,1,9,5,-6540.41,-32.1271,0.00154572,1.57351,17
6,1,11,6,-6541.82,-31.146,0.00257621,1.20737,17
7,1,12,7,-6542.32,-31.1188,0.00283383,1.25417,17
8,1,13,8,-6545.21,-30.894000000000002,0.00103048,1.1780700000000002,17
9,1,18,9,-6544.22,-31.7318,0.00180335,1.45102,17
10,1,20,10,-6543.83,-31.3054,0.00154572,1.27652,17
0,1,0,0,-6533.37,-28.6526,0.00709099,1.0014,27
1,1,2,1,-6531.81,-30.7968,0.00513819,1.17931,27
2,1,3,2,-6535.98,-31.4462,0.00616738,1.19131,27
3,1,14,3,-6535.65,-30.7865,0.00422382,1.2268299999999999,27
4,1,17,4,-6536.92,-30.9159,0.00321793,1.4040700000000002,27
0,1,0,0,-6536.55,-30.9004,0.00511405,1.3536700000000002,34
1,1,3,1,-6537.4,-31.3361,0.00382788,1.42041,34
2,1,6,2,-6535.88,-31.1925,0.00357983,1.29463,34
3,1,9,3,-6536.78,-31.4439,0.00332413,1.2234,34
4,1,10,4,-6535.17,-32.6609,0.00306843,1.37405,34
5,1,13,5,-6538.15,-32.5303,0.00306843,1.23869,34
6,1,14,6,-6538.79,-31.7973,0.00306843,1.36291,34
7,1,15,7,-6538.37,-30.7585,0.00306843,1.2824799999999998,34
8,1,16,8,-6536.5,-31.2408,0.00255702,1.39257,34
9,1,17,9,-6532.25,-30.7691,0.00357983,1.31138,34
0,1,0,0,-6525.47,-31.6796,0.00258383,1.46996,31
1,1,1,1,-6529.05,-31.967,0.00232545,1.4102700000000001,31
2,1,2,2,-6529.77,-32.5776,0.00284222,1.40026,31
3,1,3,3,-6533.99,-31.9665,0.00335898,1.3935799999999998,31
4,1,5,4,-6536.18,-31.0109,0.00413413,1.26973,31
5,1,6,5,-6536.02,-30.4165,0.00413413,1.12845,31
6,1,7,6,-6533.3,-31.2229,0.00335898,1.3267200000000001,31
7,1,9,7,-6535.09,-32.0974,0.00335898,1.37327,31
8,1,11,8,-6538.04,-32.5238,0.00206707,1.31869,31
9,1,14,9,-6536.63,-31.9333,0.00129192,1.21498,31
10,1,15,10,-6533.85,-31.7544,0.0015503000000000001,1.13774,31
11,1,16,11,-6533.34,-32.5183,0.00077515,1.31586,31
12,1,18,12,-6534.7,-32.656,0.00129192,1.2496200000000002,31
13,1,19,13,-6535.5,-32.0193,0.0007674089999999999,1.18724,31
0,1,0,0,-6530.88,-29.4279,0.00282999,0.81162,10
1,1,1,1,-6532.07,-26.7846,0.00324986,0.616093,10
2,1,2,2,-6530.59,-26.8825,0.00451226,0.642439,10
3,1,3,3,-6532.34,-26.8125,0.0061615,0.7186279999999999,10
4,1,4,4,-6532.53,-30.3616,0.00155209,1.01118,10
5,1,5,5,-6534.59,-31.5595,0.000776043,1.24595,10
6,1,6,6,-6534.53,-31.717,0.00140023,1.3843299999999998,10
7,1,7,7,-6536.21,-31.3638,0.000776043,1.25119,10
8,1,8,8,-6540.73,-31.177,0.000776043,1.18597,10
9,1,9,9,-6545.18,-32.2977,0.00103472,1.32735,10
10,1,10,10,-6545.94,-32.2986,0.00103472,1.56501,10
11,1,11,11,-6549.05,-31.5797,0.000776043,1.21399,10
12,1,12,12,-6547.12,-31.9353,0.00103472,1.46133,10
13,1,13,13,-6550.3,-31.5734,0.0005173619999999999,1.14295,10
14,1,14,14,-6550.87,-31.3578,0.00129341,1.1860899999999999,10
15,1,15,15,-6550.24,-31.605999999999998,0.00129341,1.4436200000000001,10
16,1,17,16,-6552.84,-32.1957,0.00155209,1.5242799999999999,10
17,1,18,17,-6553.12,-32.0177,0.00103472,1.65103,10
18,1,19,18,-6553.74,-31.9646,0.00181077,1.4904700000000002,10
19,1,20,19,-6552.78,-31.701,0.00181077,1.41076,10
0,1,0,0,-6542.45,-30.1999,0.00494647,1.60661,46
1,1,1,1,-6545.81,-30.9175,0.00381186,1.4226,46
2,1,2,2,-6546.29,-30.9726,0.00154265,1.3963700000000001,46
3,1,3,3,-6545.84,-30.6053,0.00154265,1.17781,46
4,1,4,4,-6545.71,-31.2783,0.00128554,1.33006,46
5,1,5,5,-6545.34,-30.9179,0.00205686,1.22989,46
6,1,8,6,-6544.82,-31.4885,0.00102843,1.26435,46
7,1,9,7,-6544.27,-31.4694,0.00102843,1.59354,46
8,1,10,8,-6544.14,-31.0517,0.00128554,1.43136,46
9,1,11,9,-6546.78,-31.9421,0.00154265,1.46341,46
10,1,12,10,-6553.29,-32.0804,0.00205686,1.52754,46
11,1,14,11,-6552.42,-32.4612,0.00154265,1.63761,46
12,1,15,12,-6551.01,-32.3522,0.00128554,1.50401,46
13,1,16,13,-6554.62,-32.1277,0.00154265,1.35886,46
14,1,18,14,-6553.85,-32.5005,0.00154265,1.49373,46
15,1,20,15,-6553.63,-32.4191,0.00179976,1.57155,46
0,1,0,0,-6542.6,-31.2942,0.00231286,1.40877,35
1,1,1,1,-6540.21,-29.5589,0.00509495,1.21735,35
2,1,2,2,-6547.93,-28.6642,0.0152685,1.11378,35
3,1,4,3,-6550.63,-30.4497,0.013731499999999999,1.4530299999999998,35
4,1,5,4,-6549.7,-30.6048,0.0124934,1.4935399999999999,35
5,1,9,5,-6548.42,-30.8529,0.0101337,1.41388,35
6,1,12,6,-6546.84,-30.548000000000002,0.00669824,1.37314,35
7,1,13,7,-6549.34,-30.9698,0.00411175,1.2963,35
8,1,16,8,-6549.71,-31.4993,0.00318993,1.47615,35
9,1,17,9,-6553.22,-30.7525,0.00385476,1.3038399999999999,35
10,1,18,10,-6557.34,-31.616999999999997,0.00308381,1.5129,35
0,1,0,0,-6536.8,-31.3244,0.00258049,1.21069,24
1,1,1,1,-6537.48,-31.1379,0.00361269,1.1589200000000002,24
2,1,3,2,-6537.94,-32.0376,0.00258049,1.2941799999999999,24
3,1,10,3,-6537.7,-32.6596,0.00335464,1.3710799999999999,24
4,1,11,4,-6539.64,-31.9148,0.00230698,1.26219,24
5,1,12,5,-6538.42,-31.4676,0.00306567,1.35209,24
6,1,13,6,-6541.89,-32.0735,0.00229925,1.28862,24
7,1,14,7,-6540.95,-31.7378,0.00154056,1.30446,24
8,1,17,8,-6538.16,-31.8503,0.00204893,1.3712799999999998,24
