,#Task,Step,numberOfAcceptedPeleSteps,currentEnergy,Binding Energy,sasaLig,RMSD_core,Processor
0,1,0,0,-6538.62,-26.0485,0.00157797,1.6519700000000002,5
1,1,1,1,-6539.89,-26.3131,0.0012792,1.6570900000000002,5
2,1,2,2,-6540.29,-26.5937,0.00155112,1.98194,5
3,1,3,3,-6539.76,-26.48,0.00118612,1.7728,5
4,1,4,4,-6539.59,-26.2268,0.000588584,1.75148,5
5,1,5,5,-6539.53,-26.384,0.0008783999999999999,1.8247,5
6,1,7,6,-6537.84,-26.7604,0.00156902,1.78698,5
7,1,9,7,-6540.04,-26.733,0.00116822,1.87632,5
8,1,12,8,-6538.92,-26.4751,0.00146698,1.8103799999999999,5
9,1,13,9,-6539.1,-25.8668,0.0008873510000000001,1.7673599999999998,5
10,1,14,10,-6538.8,-26.6197,0.000588584,1.6966299999999999,5
11,1,15,11,-6538.69,-26.8909,0.0012792,1.6894799999999999,5
12,1,16,12,-6540.07,-26.8619,0.0008274080000000001,1.7860900000000002,5
13,1,18,13,-6539.07,-26.4505,0.00156007,1.8105799999999999,5
0,1,0,0,-6539.45,-25.9262,0.000886938,1.6299299999999999,30
1,1,1,1,-6540.35,-26.133000000000003,0.00127861,1.6541599999999999,30
2,1,2,2,-6541.09,-26.6448,0.00186692,1.7743,30
3,1,4,3,-6539.76,-26.5437,0.0006813489999999999,1.8195,30
4,1,5,4,-6540.22,-26.6813,0.00185797,1.83997,30
5,1,6,5,-6540.25,-26.193,0.00117662,1.7771,30
6,1,8,6,-6539.71,-26.5378,0.000886938,1.83202,30
7,1,9,7,-6542.02,-26.6121,0.000886938,1.80755,30
8,1,10,8,-6540.77,-26.7054,0.00142428,2.0325900000000003,30
9,1,11,9,-6539.09,-26.1333,0.000597257,1.9289,30
10,1,13,10,-6539.66,-26.4135,0.00058831,1.79862,30
11,1,15,11,-6538.64,-26.6134,0.00155934,1.8536599999999999,30
12,1,16,12,-6538.7,-26.4725,0.0008779910000000001,2.0613799999999998,30
13,1,18,13,-6537.96,-26.5475,0.00155934,1.90697,30
14,1,20,14,-6535.31,-25.5928,0.00176493,1.7819099999999999,30
0,1,0,0,-6539.45,-25.9262,0.000886938,1.6299299999999999,28
1,1,1,1,-6540.18,-25.8465,0.00315447,1.64995,28
2,1,2,2,-6539.32,-26.176,0.00245523,1.84516,28
3,1,4,3,-6537.7,-25.5922,0.00177388,1.7298,28
4,1,5,4,-6536.65,-25.8103,0.0014663,1.7863099999999998,28
